TOURNAMENT,TEAM_0_NAME,TEAM_0_HEROES,TEAM_0_SIDE,TEAM_0_WIN,TEAM_1_NAME,TEAM_1_HEROES,TEAM_1_SIDE,TEAM_1_WIN
i-League 2021,Royal Never Give Up,"['Morphling', 'Storm Spirit', 'Beastmaster', 'Lion', 'Death Prophet']",dire,0,Elephant,"['Troll Warlord', 'Ember Spirit', 'Lycan', 'Tusk', 'Grimstroke']",radiant,1
i-League 2021,Elephant,"['Sven', 'Void Spirit', 'Viper', 'Earth Spirit', 'Ancient Apparition']",dire,0,Royal Never Give Up,"['Phantom Lancer', 'Dark Seer', 'Death Prophet', 'Nyx Assassin', 'Grimstroke']",radiant,1
i-League 2021,Royal Never Give Up,"['Monkey King', 'Death Prophet', 'Underlord', 'Elder Titan', 'Tusk']",dire,0,Elephant,"['Leshrac', 'Windranger', 'Beastmaster', 'Earth Spirit', 'Grimstroke']",radiant,1
DPC 2021 Season 2 - North America Upper Division,simply TOOBASED,"['Faceless Void', 'Queen of Pain', 'Timbersaw', 'Nyx Assassin', 'Snapfire']",dire,1,Sadboys,"['Luna', 'Leshrac', 'Axe', 'Phoenix', 'Abaddon']",radiant,0
DPC 2021 Season 2 - North America Upper Division,simply TOOBASED,"['Troll Warlord', 'Storm Spirit', 'Timbersaw', 'Shadow Demon', 'Snapfire']",dire,1,Sadboys,"['Luna', 'Death Prophet', 'Slardar', 'Dark Willow', 'Enchantress']",radiant,0
DPC 2021 Season 2 - South America Upper Division,Team Unknown,"['Lifestealer', 'Queen of Pain', 'Beastmaster', 'Clockwerk', 'Mirana']",dire,0,Hokori,"['Luna', 'Dragon Knight', 'Sand King', 'Snapfire', 'Bane']",radiant,1
DPC 2021 Season 2 - South America Upper Division,Hokori,"['Troll Warlord', 'Dragon Knight', 'Dark Seer', 'Nyx Assassin', 'Undying']",dire,1,Team Unknown,"['Bloodseeker', 'Death Prophet', 'Sand King', 'Earth Spirit', 'Grimstroke']",radiant,0
DPC 2021 Season 1 - Southeast Asia Upper Division,Vice Esports,"['Weaver', 'Outworld Devourer', 'Void Spirit', 'Keeper of the Light', 'Nyx Assassin']",dire,1,Execration,"['Alchemist', 'Pangolier', 'Earthshaker', 'Oracle', 'Monkey King']",radiant,0
DPC 2021 Season 1 - Southeast Asia Upper Division,Vice Esports,"['Troll Warlord', 'Pangolier', 'Elder Titan', 'Rubick', 'Io']",dire,0,Execration,"['Medusa', 'Puck', 'Beastmaster', 'Nyx Assassin', 'Oracle']",radiant,1
DPC 2021 Season 1 - Southeast Asia Upper Division,Vice Esports,"['Morphling', 'Storm Spirit', 'Legion Commander', 'Shadow Shaman', 'Brewmaster']",dire,1,Execration,"['Bristleback', 'Batrider', 'Pangolier', 'Keeper of the Light', 'Ember Spirit']",radiant,0
i-League 2021,Invictus Gaming,"['Morphling', 'Tiny', 'Centaur Warrunner', 'Mirana', 'Treant Protector']",dire,1,Team Aster,"['Wraith King', 'Leshrac', 'Pangolier', 'Lion', 'Enchantress']",radiant,0
i-League 2021,Team Aster,"['Phantom Lancer', 'Magnus', 'Centaur Warrunner', 'Phoenix', 'Enchantress']",dire,1,Invictus Gaming,"['Faceless Void', 'Ember Spirit', 'Mars', 'Snapfire', 'Ancient Apparition']",radiant,0
i-League 2021,Invictus Gaming,"['Morphling', 'Kunkka', 'Dark Seer', 'Clockwerk', 'Elder Titan']",dire,1,Team Aster,"['Faceless Void', 'Leshrac', 'Axe', 'Skywrath Mage', 'Enchantress']",radiant,0
ESL One Fall 2021,Virtus.pro,"['Bloodseeker', 'Ember Spirit', 'Tidehunter', 'Shadow Demon', 'Winter Wyvern']",dire,1,Tundra Esports,"['Weaver', 'Keeper of the Light', 'Lycan', 'Earthshaker', 'Omniknight']",radiant,0
ESL One Fall 2021,Tundra Esports,"['Wraith King', 'Visage', 'Tidehunter', 'Nyx Assassin', 'Keeper of the Light']",dire,0,Virtus.pro,"['Templar Assassin', 'Void Spirit', 'Mars', 'Lion', 'Phoenix']",radiant,1
DPC 2021 Season 1 - North America Upper Division,A-Team,"['Riki', 'Batrider', 'Sand King', 'Tusk', 'Grimstroke']",dire,0,Undying,"['Phantom Lancer', 'Puck', 'Bounty Hunter', 'Earth Spirit', 'Undying']",radiant,1
DPC 2021 Season 1 - North America Upper Division,A-Team,"['Terrorblade', 'Death Prophet', ""Nature's Prophet"", 'Earth Spirit', 'Oracle']",dire,0,Undying,"['Phantom Assassin', 'Windranger', 'Outworld Devourer', 'Mirana', 'Undying']",radiant,1
DPC 2021 Season 2 - EU Upper Division,Team Secret,"['Juggernaut', 'Beastmaster', 'Magnus', 'Spirit Breaker', 'Snapfire']",dire,1,Hellbear Smashers,"['Medusa', 'Queen of Pain', 'Sand King', 'Tusk', 'Lina']",radiant,0
DPC 2021 Season 2 - EU Upper Division,Hellbear Smashers,"['Medusa', 'Invoker', 'Axe', 'Dark Willow', 'Abaddon']",dire,1,Team Secret,"['Gyrocopter', 'Tinker', 'Centaur Warrunner', 'Rubick', 'Bounty Hunter']",radiant,0
DPC 2021 Season 2 - EU Upper Division,Hellbear Smashers,"['Naga Siren', 'Pangolier', 'Beastmaster', 'Phoenix', 'Snapfire']",dire,0,Team Secret,"['Sven', 'Storm Spirit', 'Legion Commander', 'Tusk', 'Ancient Apparition']",radiant,1
i-League 2021,Invictus Gaming,"['Spectre', 'Void Spirit', 'Brewmaster', 'Shadow Shaman', 'Snapfire']",dire,1,Team MagMa,"['Weaver', 'Mars', 'Underlord', 'Lion', 'Nyx Assassin']",radiant,0
i-League 2021,Team MagMa,"['Spectre', 'Death Prophet', 'Doom', 'Shadow Shaman', 'Grimstroke']",dire,0,Invictus Gaming,"['Wraith King', 'Mars', 'Beastmaster', 'Shadow Demon', 'Lion']",radiant,1
WePlay AniMajor,Team Liquid,"['Monkey King', 'Lone Druid', 'Pugna', 'Tiny', 'Ancient Apparition']",dire,0,PSG.LGD,"['Drow Ranger', 'Templar Assassin', 'Slardar', 'Elder Titan', 'Snapfire']",radiant,1
WePlay AniMajor,Team Liquid,"['Terrorblade', 'Leshrac', 'Dark Seer', 'Earth Spirit', 'Warlock']",dire,0,PSG.LGD,"['Ursa', 'Lina', 'Mars', 'Phoenix', 'Clockwerk']",radiant,1
WePlay AniMajor,Evil Geniuses,"[""Nature's Prophet"", 'Lina', 'Timbersaw', 'Clockwerk', 'Lion']",dire,0,PSG.LGD,"['Razor', 'Hoodwink', 'Sand King', 'Phoenix', 'Axe']",radiant,1
WePlay AniMajor,PSG.LGD,"['Terrorblade', 'Death Prophet', 'Brewmaster', 'Shadow Shaman', 'Enchantress']",dire,1,Evil Geniuses,"[""Nature's Prophet"", 'Storm Spirit', 'Viper', 'Earth Spirit', 'Ancient Apparition']",radiant,0
WePlay AniMajor,Evil Geniuses,"['Terrorblade', 'Templar Assassin', 'Venomancer', 'Tusk', 'Lion']",dire,0,PSG.LGD,"['Naga Siren', 'Death Prophet', 'Axe', 'Mirana', 'Winter Wyvern']",radiant,1
The International 10,T1,"['Wraith King', 'Lina', 'Dawnbreaker', 'Bane', 'Magnus']",dire,1,Alliance,"['Morphling', 'Ember Spirit', 'Sand King', 'Lion', 'Snapfire']",radiant,0
The International 10,Alliance,"['Medusa', 'Void Spirit', 'Tidehunter', 'Snapfire', 'Crystal Maiden']",dire,0,T1,"['Slark', 'Ember Spirit', 'Earthshaker', 'Lion', 'Treant Protector']",radiant,1
DPC 2021 Season 2 - China Upper Division,Vici Gaming,"['Drow Ranger', 'Templar Assassin', 'Timbersaw', 'Nyx Assassin', 'Disruptor']",dire,1,Sparking Arrow Gaming,"['Faceless Void', 'Tiny', ""Nature's Prophet"", 'Phoenix', 'Enchantress']",radiant,0
DPC 2021 Season 2 - China Upper Division,Vici Gaming,"['Chaos Knight', 'Leshrac', 'Abaddon', 'Lion', 'Lifestealer']",dire,1,Sparking Arrow Gaming,"['Medusa', 'Windranger', 'Centaur Warrunner', 'Skywrath Mage', 'Treant Protector']",radiant,0
i-League 2021,Royal Never Give Up,"['Faceless Void', 'Lina', 'Axe', 'Skywrath Mage', 'Windranger']",dire,0,PSG.LGD,"['Wraith King', 'Leshrac', 'Slardar', 'Shadow Shaman', 'Phoenix']",radiant,1
i-League 2021,PSG.LGD,"['Axe', 'Outworld Devourer', 'Sand King', 'Phoenix', 'Grimstroke']",dire,1,Royal Never Give Up,"['Faceless Void', 'Magnus', 'Slardar', 'Snapfire', 'Abaddon']",radiant,0
DPC 2021 Season 2 - CIS Upper Division,Natus Vincere,"['Anti-Mage', 'Void Spirit', 'Mars', 'Dark Willow', 'Disruptor']",dire,0,Team Spirit,"['Wraith King', 'Storm Spirit', 'Slardar', 'Tusk', 'Ancient Apparition']",radiant,1
DPC 2021 Season 2 - CIS Upper Division,Team Spirit,"['Troll Warlord', 'Void Spirit', 'Underlord', 'Dark Willow', 'Oracle']",dire,1,Natus Vincere,"['Morphling', 'Storm Spirit', 'Beastmaster', 'Shadow Demon', 'Phoenix']",radiant,0
DPC 2021 Season 1 - North America Upper Division,4 Zoomers,"['Alchemist', 'Tiny', 'Death Prophet', 'Clockwerk', 'Enchantress']",dire,1,Sadboys,"['Juggernaut', 'Void Spirit', 'Batrider', 'Nyx Assassin', 'Crystal Maiden']",radiant,0
DPC 2021 Season 1 - North America Upper Division,4 Zoomers,"['Phantom Assassin', 'Storm Spirit', 'Bloodseeker', 'Earthshaker', 'Witch Doctor']",dire,1,Sadboys,"['Wraith King', 'Leshrac', 'Beastmaster', 'Rubick', 'Enchantress']",radiant,0
DPC 2021 Season 1 - Europe Upper Division,OG,"['Weaver', 'Ember Spirit', 'Clockwerk', 'Elder Titan', 'Io']",dire,1,Tundra Esports,"['Ursa', 'Puck', 'Timbersaw', 'Earth Spirit', 'Crystal Maiden']",radiant,0
DPC 2021 Season 2 - China Upper Division,Vici Gaming,"['Spectre', 'Ember Spirit', 'Dark Seer', 'Nyx Assassin', 'Death Prophet']",dire,1,PSG.LGD,"['Faceless Void', 'Dragon Knight', 'Pangolier', 'Snapfire', 'Ancient Apparition']",radiant,0
DPC 2021 Season 2 - China Upper Division,Vici Gaming,"['Luna', 'Storm Spirit', 'Timbersaw', 'Nyx Assassin', 'Death Prophet']",dire,1,PSG.LGD,"['Terrorblade', 'Invoker', 'Pangolier', 'Snapfire', 'Dazzle']",radiant,0
DPC 2021 Season 2 - China Upper Division,PSG.LGD,"['Doom', 'Leshrac', 'Magnus', 'Warlock', 'Timbersaw']",dire,0,Vici Gaming,"['Spectre', 'Broodmother', 'Clockwerk', 'Snapfire', 'Bristleback']",radiant,1
DPC 2021 Season 2 - China Upper Division,Vici Gaming,"['Lifestealer', 'Leshrac', 'Lycan', 'Lion', 'Treant Protector']",dire,0,PSG.LGD,"['Faceless Void', 'Lina', 'Legion Commander', 'Clockwerk', 'Snapfire']",radiant,1
DPC 2021 Season 2 - China Upper Division,PSG.LGD,"['Bloodseeker', 'Puck', 'Pangolier', 'Warlock', 'Ursa']",dire,1,Vici Gaming,"['Phantom Assassin', 'Death Prophet', 'Timbersaw', 'Lion', 'Nyx Assassin']",radiant,0
DPC 2021 Season 1 - North America Upper Division,Quincy Crew,"['Drow Ranger', 'Void Spirit', 'Bloodseeker', 'Keeper of the Light', 'Ogre Magi']",dire,1,5ManMidas,"['Alchemist', 'Outworld Devourer', 'Mars', 'Tusk', 'Enchantress']",radiant,0
DPC 2021 Season 1 - North America Upper Division,5ManMidas,"['Bristleback', 'Invoker', 'Io', 'Mirana', 'Crystal Maiden']",dire,0,Quincy Crew,"['Troll Warlord', 'Kunkka', 'Legion Commander', 'Rubick', 'Enchantress']",radiant,1
i-League 2021,EHOME,"['Juggernaut', 'Storm Spirit', 'Mars', 'Phoenix', 'Snapfire']",dire,0,Team Aster,"['Spectre', 'Leshrac', 'Axe', 'Skywrath Mage', 'Enchantress']",radiant,1
i-League 2021,Team Aster,"['Faceless Void', 'Queen of Pain', 'Mars', 'Skywrath Mage', 'Enchantress']",dire,1,EHOME,"['Riki', 'Pangolier', 'Razor', 'Snapfire', 'Ogre Magi']",radiant,0
ESL One Summer 2021,Alliance,"['Anti-Mage', 'Tidehunter', 'Magnus', 'Lion', 'Winter Wyvern']",dire,0,T1,"['Wraith King', 'Grimstroke', 'Axe', 'Ancient Apparition', 'Doom']",radiant,1
ESL One Summer 2021,T1,"['Luna', 'Tiny', 'Doom', 'Lion', 'Treant Protector']",dire,1,Alliance,"['Chaos Knight', 'Shadow Fiend', 'Centaur Warrunner', 'Shadow Demon', 'Winter Wyvern']",radiant,0
DPC 2021 Season 1 - Europe Upper Division,Team Liquid,"['Razor', 'Puck', 'Timbersaw', 'Tiny', 'Keeper of the Light']",dire,1,OG,"['Luna', 'Batrider', 'Pangolier', 'Enchantress', 'Alchemist']",radiant,0
DPC 2021 Season 2 - South America Upper Division,beastcoast,"['Wraith King', 'Queen of Pain', ""Nature's Prophet"", 'Tusk', 'Witch Doctor']",dire,1,Team Unknown,"['Morphling', 'Beastmaster', 'Centaur Warrunner', 'Phoenix', 'Snapfire']",radiant,0
DPC 2021 Season 2 - South America Upper Division,beastcoast,"['Sven', 'Leshrac', 'Doom', 'Earth Spirit', 'Grimstroke']",dire,1,Team Unknown,"['Troll Warlord', 'Invoker', 'Elder Titan', 'Mirana', 'Kunkka']",radiant,0
WePlay AniMajor,Team Secret,"['Monkey King', 'Templar Assassin', 'Doom', 'Dark Willow', 'Grimstroke']",dire,0,Invictus Gaming,"['Wraith King', 'Leshrac', 'Timbersaw', 'Lion', 'Elder Titan']",radiant,1
WePlay AniMajor,Invictus Gaming,"['Bristleback', 'Morphling', 'Mars', 'Nyx Assassin', 'Abaddon']",dire,1,Team Secret,"['Phantom Lancer', 'Windranger', 'Broodmother', 'Bane', 'Monkey King']",radiant,0
SAPPHIRE OGA DOTA PIT EU/CIS SEASON 5,Team Spirit,"['Morphling', 'Night Stalker', 'Razor', 'Treant Protector', 'Bane']",dire,1,Tundra Esports,"['Bloodseeker', 'Lina', 'Lycan', 'Io', 'Winter Wyvern']",radiant,0
SAPPHIRE OGA DOTA PIT EU/CIS SEASON 5,Tundra Esports,"['Doom', 'Queen of Pain', 'Razor', 'Nyx Assassin', 'Abaddon']",dire,1,Team Spirit,"['Phantom Assassin', 'Dragon Knight', 'Sand King', 'Grimstroke', 'Bane']",radiant,0
SAPPHIRE OGA DOTA PIT EU/CIS SEASON 5,Team Spirit,"['Sven', 'Ember Spirit', 'Outworld Devourer', 'Shadow Demon', 'Nyx Assassin']",dire,0,Tundra Esports,"['Wraith King', 'Broodmother', 'Razor', 'Bane', 'Vengeful Spirit']",radiant,1
SAPPHIRE OGA DOTA PIT EU/CIS SEASON 5,Team Spirit,"['Ember Spirit', 'Tidehunter', 'Razor', 'Treant Protector', 'Bane']",dire,0,Tundra Esports,"['Luna', 'Queen of Pain', 'Beastmaster', 'Nyx Assassin', 'Death Prophet']",radiant,1
The International 10,beastcoast,"['Sven', 'Windranger', 'Sand King', 'Nyx Assassin', 'Shadow Demon']",dire,0,Alliance,"['Spectre', 'Lina', 'Dragon Knight', 'Lion', 'Elder Titan']",radiant,1
DPC 2021 Season 2 - CIS Upper Division,Natus Vincere,"['Wraith King', 'Mirana', 'Axe', 'Warlock', 'Enchantress']",dire,1,Winstrike,"['Troll Warlord', 'Mars', 'Centaur Warrunner', 'Lion', 'Ancient Apparition']",radiant,0
DPC 2021 Season 2 - CIS Upper Division,Natus Vincere,"['Gyrocopter', 'Doom', 'Axe', 'Io', 'Enchantress']",dire,1,Winstrike,"['Faceless Void', 'Batrider', 'Phoenix', 'Snapfire', 'Tusk']",radiant,0
DPC 2021 Season 2 - North America Upper Division,Quincy Crew,"['Wraith King', 'Dark Seer', 'Viper', 'Clockwerk', 'Ancient Apparition']",dire,1,Undying,"['Terrorblade', 'Leshrac', 'Doom', 'Hoodwink', 'Abaddon']",radiant,0
DPC 2021 Season 2 - North America Upper Division,Undying,"['Luna', 'Storm Spirit', 'Enigma', 'Nyx Assassin', 'Enchantress']",dire,1,Quincy Crew,"['Juggernaut', 'Broodmother', 'Mars', 'Hoodwink', 'Mirana']",radiant,0
DPC 2021 Season 2 - North America Upper Division,Undying,"['Luna', 'Leshrac', 'Death Prophet', 'Nyx Assassin', 'Oracle']",dire,0,Quincy Crew,"['Spectre', 'Void Spirit', 'Mars', 'Elder Titan', 'Enchantress']",radiant,1
ONE Esports Singapore Major 2021,Nigma Galaxy,"['Monkey King', 'Puck', 'Death Prophet', 'Spirit Breaker', 'Mirana']",dire,0,Vici Gaming,"['Wraith King', 'Storm Spirit', 'Pangolier', 'Phoenix', 'Shadow Shaman']",radiant,1
ONE Esports Singapore Major 2021,Nigma Galaxy,"['Razor', 'Void Spirit', 'Phoenix', 'Elder Titan', 'Grimstroke']",dire,1,Vici Gaming,"['Troll Warlord', 'Leshrac', 'Sand King', 'Luna', 'Abaddon']",radiant,0
ONE Esports Singapore Major 2021,Team Liquid,"['Abaddon', 'Invoker', 'Sand King', 'Dark Willow', 'Io']",dire,1,AS Monaco Gambit,"['Wraith King', 'Kunkka', 'Enigma', 'Spirit Breaker', 'Ancient Apparition']",radiant,0
ESL One Fall 2021,Creepwave,"['Morphling', 'Timbersaw', 'Weaver', 'Disruptor', 'Bane']",dire,0,Virtus.pro,"['Slark', 'Leshrac', 'Tidehunter', 'Lion', 'Winter Wyvern']",radiant,1
ESL One Fall 2021,Virtus.pro,"['Juggernaut', 'Void Spirit', 'Dragon Knight', 'Lion', 'Winter Wyvern']",dire,1,Creepwave,"['Bloodseeker', 'Kunkka', 'Mars', 'Keeper of the Light', 'Lich']",radiant,0
DPC 2021 Season 1 - Europe Upper Division,Vikin.gg,"['Lifestealer', 'Leshrac', 'Puck', 'Earthshaker', 'Oracle']",dire,1,Nigma Galaxy,"['Ursa', 'Batrider', 'Bloodseeker', 'Lion', 'Phoenix']",radiant,0
DPC 2021 Season 1 - Europe Upper Division,Nigma Galaxy,"['Monkey King', 'Puck', 'Enigma', 'Phoenix', 'Clockwerk']",dire,1,Vikin.gg,"['Lifestealer', 'Invoker', 'Brewmaster', 'Earthshaker', 'Death Prophet']",radiant,0
DPC 2021 Season 1 - Europe Upper Division,Nigma Galaxy,"['Monkey King', 'Puck', 'Enigma', 'Clockwerk', ""Nature's Prophet""]",dire,0,Vikin.gg,"['Wraith King', 'Dragon Knight', 'Razor', 'Earthshaker', 'Grimstroke']",radiant,1
ONE Esports Singapore Major 2021,Invictus Gaming,"['Gyrocopter', 'Ember Spirit', 'Pangolier', 'Lion', 'Io']",dire,0,Thunder Predator,"['Juggernaut', 'Mars', 'Death Prophet', 'Dark Willow', 'Abaddon']",radiant,1
ONE Esports Singapore Major 2021,Thunder Predator,"['Medusa', 'Timbersaw', ""Nature's Prophet"", 'Tusk', 'Oracle']",dire,0,Invictus Gaming,"['Troll Warlord', 'Puck', 'Beastmaster', 'Phoenix', 'Crystal Maiden']",radiant,1
ONE Esports Singapore Major 2021,Thunder Predator,"['Wraith King', 'Void Spirit', 'Pangolier', 'Earth Spirit', 'Ancient Apparition']",dire,0,Invictus Gaming,"['Troll Warlord', 'Storm Spirit', 'Phoenix', 'Shadow Shaman', 'Kunkka']",radiant,1
The International 10,Team Secret,"['Medusa', 'Leshrac', 'Magnus', 'Snapfire', 'Ogre Magi']",dire,1,SG e-sports,"['Sven', 'Mars', 'Earthshaker', 'Mirana', 'Io']",radiant,0
The International 10,Team Secret,"['Sniper', 'Vengeful Spirit', 'Slardar', 'Elder Titan', 'Snapfire']",dire,1,SG e-sports,"['Gyrocopter', 'Invoker', 'Sand King', 'Io', 'Dawnbreaker']",radiant,0
SAPPHIRE OGA DOTA PIT CHINA SEASON 5,Team Aster,"['Luna', 'Puck', 'Timbersaw', 'Earth Spirit', 'Lion']",dire,0,Vici Gaming,"['Juggernaut', 'Void Spirit', 'Tidehunter', 'Shadow Shaman', 'Grimstroke']",radiant,1
SAPPHIRE OGA DOTA PIT CHINA SEASON 5,Vici Gaming,"['Terrorblade', 'Brewmaster', 'Doom', 'Disruptor', 'Dragon Knight']",dire,1,Team Aster,"['Phantom Lancer', 'Templar Assassin', 'Dark Seer', 'Earth Spirit', 'Dazzle']",radiant,0
DPC 2021 Season 1 - CIS Upper Division,AS Monaco Gambit,"['Riki', 'Batrider', 'Dark Seer', 'Nyx Assassin', 'Jakiro']",dire,1,Team Spirit,"['Juggernaut', 'Slark', 'Abaddon', 'Earthshaker', 'Disruptor']",radiant,0
DPC 2021 Season 1 - CIS Upper Division,AS Monaco Gambit,"['Monkey King', 'Batrider', 'Lycan', 'Nyx Assassin', 'Grimstroke']",dire,0,Team Spirit,"['Bloodseeker', 'Ursa', 'Death Prophet', 'Rubick', 'Oracle']",radiant,1
DPC 2021 Season 1 - CIS Upper Division,AS Monaco Gambit,"['Monkey King', 'Lycan', 'Earthshaker', 'Riki', 'Oracle']",dire,0,Team Spirit,"['Morphling', 'Void Spirit', 'Mars', 'Shadow Demon', 'Keeper of the Light']",radiant,1
ESL One Fall 2021,Team Liquid,"['Ursa', 'Leshrac', 'Lycan', 'Earth Spirit', 'Chen']",dire,0,SG e-sports,"['Sven', 'Windranger', 'Pangolier', 'Omniknight', 'Timbersaw']",radiant,1
ESL One Fall 2021,Team Liquid,"['Slark', 'Void Spirit', 'Lion', 'Tiny', 'Keeper of the Light']",dire,1,SG e-sports,"['Luna', 'Windranger', 'Doom', 'Abaddon', 'Timbersaw']",radiant,0
SAPPHIRE OGA DOTA PIT INVITATIONAL,PSG.LGD,"['Slark', 'Batrider', 'Underlord', 'Io', 'Elder Titan']",dire,0,Team Spirit,"['Sven', 'Queen of Pain', 'Sand King', 'Shadow Demon', 'Vengeful Spirit']",radiant,1
SAPPHIRE OGA DOTA PIT INVITATIONAL,Team Spirit,"['Luna', 'Batrider', 'Night Stalker', 'Hoodwink', 'Vengeful Spirit']",dire,0,PSG.LGD,"['Sven', 'Pangolier', 'Beastmaster', 'Oracle', 'Monkey King']",radiant,1
SAPPHIRE OGA DOTA PIT INVITATIONAL,PSG.LGD,"['Faceless Void', 'Pangolier', 'Vengeful Spirit', 'Mirana', 'Bane']",dire,1,Team Spirit,"['Gyrocopter', 'Storm Spirit', 'Tidehunter', 'Shadow Demon', 'Omniknight']",radiant,0
SAPPHIRE OGA DOTA PIT INVITATIONAL,Team Spirit,"['Templar Assassin', 'Ember Spirit', 'Tidehunter', 'Mirana', 'Winter Wyvern']",dire,0,PSG.LGD,"['Sven', 'Pangolier', 'Necrophos', 'Snapfire', 'Bane']",radiant,1
DPC 2021 Season 1 - China Upper Division,Elephant,"['Wraith King', 'Void Spirit', 'Beastmaster', 'Elder Titan', 'Lion']",dire,1,Team MagMa,"[""Nature's Prophet"", 'Templar Assassin', 'Undying', 'Tusk', 'Storm Spirit']",radiant,0
DPC 2021 Season 1 - China Upper Division,Team MagMa,"['Gyrocopter', 'Queen of Pain', 'Viper', 'Spirit Breaker', 'Io']",dire,0,Elephant,"['Terrorblade', 'Windranger', 'Mars', 'Tusk', 'Ancient Apparition']",radiant,1
The International 10,PSG.LGD,"['Morphling', 'Death Prophet', 'Earthshaker', 'Clockwerk', 'Winter Wyvern']",dire,1,Team Spirit,"['Tiny', 'Void Spirit', 'Vengeful Spirit', 'Mirana', 'Shadow Demon']",radiant,0
The International 10,Team Spirit,"['Sven', 'Mars', 'Razor', 'Snapfire', 'Io']",dire,0,PSG.LGD,"['Kunkka', 'Tiny', 'Legion Commander', 'Skywrath Mage', 'Winter Wyvern']",radiant,1
ONE Esports Singapore Major 2021,Vici Gaming,"['Juggernaut', 'Storm Spirit', 'Alchemist', 'Elder Titan', 'Shadow Shaman']",dire,1,Team Liquid,"['Razor', 'Leshrac', 'Puck', 'Earth Spirit', 'Oracle']",radiant,0
ONE Esports Singapore Major 2021,Team Liquid,"['Sven', 'Storm Spirit', 'Enigma', 'Tiny', 'Puck']",dire,0,Vici Gaming,"['Monkey King', 'Void Spirit', 'Slardar', 'Nyx Assassin', 'Shadow Shaman']",radiant,1
DPC 2021 Season 2 - North America Upper Division,simply TOOBASED,"['Luna', 'Leshrac', 'Tidehunter', 'Nyx Assassin', 'Snapfire']",dire,1,The Cut,"['Spectre', 'Tiny', 'Centaur Warrunner', 'Lion', 'Warlock']",radiant,0
DPC 2021 Season 2 - North America Upper Division,simply TOOBASED,"['Lifestealer', 'Leshrac', 'Centaur Warrunner', 'Tusk', 'Snapfire']",dire,1,The Cut,"['Faceless Void', 'Invoker', 'Axe', 'Tiny', 'Grimstroke']",radiant,0
i-League 2021,Royal Never Give Up,"['Arc Warden', 'Windranger', 'Beastmaster', 'Lion', 'Earth Spirit']",dire,1,Team MagMa,"['Terrorblade', 'Night Stalker', 'Death Prophet', 'Gyrocopter', 'Abaddon']",radiant,0
i-League 2021,Royal Never Give Up,"['Juggernaut', 'Puck', 'Timbersaw', 'Lion', 'Abaddon']",dire,1,Team MagMa,"['Terrorblade', 'Dragon Knight', 'Mars', 'Gyrocopter', 'Luna']",radiant,0
DPC 2021 Season 1 - CIS Upper Division,Team Unique,"['Anti-Mage', 'Puck', 'Mars', 'Rubick', 'Undying']",dire,0,EXTREMUM,"['Wraith King', 'Ember Spirit', 'Axe', 'Keeper of the Light', 'Death Prophet']",radiant,1
DPC 2021 Season 1 - CIS Upper Division,Team Unique,"['Juggernaut', 'Void Spirit', 'Lycan', 'Shadow Shaman', 'Crystal Maiden']",dire,1,EXTREMUM,"['Alchemist', 'Batrider', 'Pangolier', 'Nyx Assassin', 'Witch Doctor']",radiant,0
DPC 2021 Season 1 - CIS Upper Division,Team Unique,"['Bloodseeker', 'Keeper of the Light', 'Doom', 'Shadow Shaman', 'Wraith King']",dire,0,EXTREMUM,"['Bristleback', 'Puck', 'Mars', 'Earth Spirit', 'Death Prophet']",radiant,1
DPC 2021 Season 1 - China Upper Division,PSG.LGD,"['Morphling', 'Ember Spirit', 'Mars', 'Tusk', 'Keeper of the Light']",dire,1,LBZS,"['Juggernaut', 'Leshrac', 'Sand King', 'Earth Spirit', 'Oracle']",radiant,0
DPC 2021 Season 1 - China Upper Division,LBZS,"['Troll Warlord', 'Puck', 'Phoenix', 'Spirit Breaker', 'Elder Titan']",dire,0,PSG.LGD,"['Alchemist', 'Beastmaster', 'Oracle', 'Winter Wyvern', 'Monkey King']",radiant,1
SAPPHIRE OGA DOTA PIT CHINA SEASON 5,Elephant,"['Juggernaut', 'Kunkka', 'Dark Seer', 'Nyx Assassin', 'Grimstroke']",dire,0,PSG.LGD,"['Templar Assassin', 'Invoker', 'Broodmother', 'Pangolier', 'Mars']",radiant,1
SAPPHIRE OGA DOTA PIT CHINA SEASON 5,PSG.LGD,"['Templar Assassin', 'Tinker', 'Sand King', 'Ogre Magi', 'Grimstroke']",dire,1,Elephant,"['Terrorblade', 'Puck', 'Leshrac', 'Lion', 'Winter Wyvern']",radiant,0
SAPPHIRE OGA DOTA PIT CHINA SEASON 5,Elephant,"['Doom', 'Puck', 'Death Prophet', 'Shadow Demon', 'Nyx Assassin']",dire,0,PSG.LGD,"['Faceless Void', 'Arc Warden', 'Sand King', 'Hoodwink', 'Invoker']",radiant,1
DPC 2021 Season 2 - CIS Upper Division,EXTREMUM,"['Ursa', 'Puck', 'Legion Commander', 'Tusk', 'Grimstroke']",dire,0,Winstrike,"['Juggernaut', 'Mars', 'Venomancer', 'Earth Spirit', 'Snapfire']",radiant,1
DPC 2021 Season 2 - CIS Upper Division,Winstrike,"['Troll Warlord', 'Mars', 'Slardar', 'Lion', 'Oracle']",dire,0,EXTREMUM,"['Lifestealer', 'Death Prophet', 'Razor', 'Earthshaker', 'Grimstroke']",radiant,1
